bin_id,r_lo_m,r_hi_m,r_center_m,r_center_R,vr_mean_mps,count
71,1.6734860488081627,1.6970562748477143,1.6852711618279386,6.741084647311754,0.2121475197564785,72
72,1.6970562748477143,1.7206265008872659,1.7088413878674902,6.835365551469961,0.20709989559467756,72
73,1.7206265008872659,1.7441967269268175,1.7324116139070416,6.929646455628166,0.22098903434608577,64
74,1.7441967269268175,1.767766952966369,1.7559818399465932,7.023927359786373,0.1919826504506067,72
75,1.767766952966369,1.7913371790059207,1.7795520659861448,7.118208263944579,0.21453454721819665,72
76,1.7913371790059207,1.8149074050454723,1.8031222920256964,7.212489168102786,0.19805079148537344,44
77,1.8149074050454723,1.8384776310850237,1.826692518065248,7.306770072260992,0.20139254845331755,88
78,1.8384776310850237,1.8620478571245753,1.8502627441047996,7.4010509764191985,0.20413820287710738,60
79,1.8620478571245753,1.885618083164127,1.8738329701443512,7.495331880577405,0.19092393841187943,84
80,1.885618083164127,1.9091883092036785,1.8974031961839029,7.589612784735611,0.20124407149891155,72
81,1.9091883092036785,1.9327585352432302,1.9209734222234545,7.683893688893818,0.19810835625935128,56
82,1.9327585352432302,1.9563287612827818,1.9445436482630059,7.778174593052023,0.18575657929696796,80
83,1.9563287612827818,1.9798989873223334,1.9681138743025575,7.87245549721023,0.1930745374362006,72
84,1.9798989873223334,2.003469213361885,1.991684100342109,7.966736401368436,0.22024965453758671,84
85,2.003469213361885,2.0270394394014364,2.015254326381661,8.061017305526644,0.2720958126453491,72
86,2.0270394394014364,2.050609665440988,2.0388245524212123,8.15529820968485,0.23313862916786818,84
87,2.050609665440988,2.0741798914805396,2.0623947784607637,8.249579113843055,0.23257306004631761,40
88,2.0741798914805396,2.0977501175200914,2.0859650045003155,8.343860018001262,0.24818723810308918,64
89,2.0977501175200914,2.121320343559643,2.109535230539867,8.438140922159468,0.2343494655825462,44
90,2.121320343559643,2.1448905695991947,2.1331054565794187,8.532421826317675,0.2253643217130811,56
91,2.1448905695991947,2.168460795638746,2.15667568261897,8.62670273047588,0.22884944516072422,48
92,2.168460795638746,2.1920310216782974,2.180245908658522,8.720983634634088,0.228203389521198,48
93,2.1920310216782974,2.2156012477178493,2.2038161346980734,8.815264538792293,0.23908590829254114,36
94,2.2156012477178493,2.2391714737574007,2.227386360737625,8.9095454429505,0.23300374988437716,40
95,2.2391714737574007,2.2627416997969525,2.2509565867771766,9.003826347108706,0.1836706216771105,32
96,2.2627416997969525,2.286311925836504,2.274526812816728,9.098107251266912,0.24058339280273242,32
97,2.286311925836504,2.3098821518760557,2.29809703885628,9.19238815542512,0.22212595607810579,44
98,2.3098821518760557,2.333452377915607,2.321667264895831,9.286669059583325,0.2549136092480332,24
99,2.333452377915607,2.357022603955159,2.345237490935383,9.380949963741532,0.1757163619147503,32
100,2.357022603955159,2.3805928299947103,2.3688077169749344,9.475230867899738,0.2501212301148012,24
101,2.3805928299947103,2.4041630560342617,2.3923779430144863,9.569511772057945,0.22181709457240875,36
102,2.4041630560342617,2.4277332820738136,2.4159481690540376,9.66379267621615,0.2804741366414546,16
103,2.4277332820738136,2.451303508113365,2.4395183950935895,9.758073580374358,0.16721763807168163,32
104,2.451303508113365,2.474873734152917,2.463088621133141,9.852354484532563,0.3111423514901272,12
105,2.474873734152917,2.498443960192468,2.4866588471726923,9.946635388690769,0.16334749644090726,24
106,2.498443960192468,2.52201418623202,2.510229073212244,10.040916292848976,0.2687299402720515,16
107,2.52201418623202,2.5455844122715714,2.5337992992517955,10.135197197007182,0.22947683092793367,24
108,2.5455844122715714,2.5691546383111232,2.5573695252913473,10.22947810116539,0.15644221648871973,12
109,2.5691546383111232,2.5927248643506746,2.5809397513308987,10.323759005323595,0.25858577007460315,16
110,2.5927248643506746,2.616295090390226,2.6045099773704505,10.418039909481802,0.15247984244991633,16
111,2.616295090390226,2.639865316429778,2.628080203410002,10.512320813640008,0.353663422459479,8
112,2.639865316429778,2.6634355424693292,2.6516504294495538,10.606601717798215,0.2276221108868684,20
113,2.6634355424693292,2.687005768508881,2.675220655489105,10.70088262195642,,0
114,2.687005768508881,2.7105759945484325,2.6987908815286565,10.795163526114626,0.24154807707930986,16
115,2.7105759945484325,2.7341462205879843,2.7223611075682084,10.889444430272833,,0
116,2.7341462205879843,2.7577164466275357,2.7459313336077598,10.983725334431039,0.2672262941575178,12
117,2.7577164466275357,2.7812866726670875,2.7695015596473116,11.078006238589246,,0
118,2.7812866726670875,2.804856898706639,2.793071785686863,11.172287142747452,0.32169229634931973,8
119,2.804856898706639,2.8284271247461903,2.816642011726415,11.26656804690566,0.36799198073501715,4
