bin_id,r_lo_m,r_hi_m,r_center_m,r_center_R,vr_mean_mps,count
0,0.0,0.023570226039551587,0.011785113019775794,0.047140452079103175,,0
1,0.023570226039551587,0.047140452079103175,0.03535533905932738,0.14142135623730953,,0
2,0.047140452079103175,0.07071067811865477,0.05892556509887897,0.23570226039551587,-0.0037889000000000048,4
3,0.07071067811865477,0.09428090415820635,0.08249579113843056,0.32998316455372223,0.036210766791168664,4
4,0.09428090415820635,0.11785113019775793,0.10606601717798214,0.42426406871192857,,0
5,0.11785113019775793,0.14142135623730953,0.12963624321753373,0.5185449728701349,0.13604311022651558,12
6,0.14142135623730953,0.16499158227686112,0.1532064692570853,0.6128258770283412,,0
7,0.16499158227686112,0.1885618083164127,0.1767766952966369,0.7071067811865476,0.2854501974609539,8
8,0.1885618083164127,0.21213203435596428,0.2003469213361885,0.801387685344754,0.32770059988812683,8
9,0.21213203435596428,0.23570226039551587,0.2239171473757401,0.8956685895029604,0.42371178033056883,8
10,0.23570226039551587,0.25927248643506745,0.24748737341529167,0.9899494936611667,0.43762045399610644,12
11,0.25927248643506745,0.28284271247461906,0.27105759945484326,1.084230397819373,0.5007243615806186,12
12,0.28284271247461906,0.3064129385141706,0.29462782549439487,1.1785113019775795,,0
13,0.3064129385141706,0.32998316455372223,0.3181980515339464,1.2727922061357857,0.5034325356621325,20
14,0.32998316455372223,0.3535533905932738,0.34176827757349804,1.3670731102939921,0.5231999900534664,12
15,0.3535533905932738,0.3771236166328254,0.3653385036130496,1.4613540144521984,0.5090069919529705,12
16,0.3771236166328254,0.400693842672377,0.3889087296526012,1.5556349186104048,0.5015828884791563,24
17,0.400693842672377,0.42426406871192857,0.41247895569215276,1.649915822768611,0.5068190620336839,8
18,0.42426406871192857,0.4478342947514802,0.43604918173170437,1.7441967269268175,0.46680299223634675,16
19,0.4478342947514802,0.47140452079103173,0.45961940777125593,1.8384776310850237,0.4875681701848766,16
20,0.47140452079103173,0.49497474683058335,0.48318963381080754,1.9327585352432302,0.4867025248611305,16
21,0.49497474683058335,0.5185449728701349,0.5067598598503591,2.0270394394014364,0.44266151204278864,28
22,0.5185449728701349,0.5421151989096865,0.5303300858899107,2.121320343559643,0.46433415680944623,20
23,0.5421151989096865,0.5656854249492381,0.5539003119294623,2.2156012477178493,0.42862749670759664,12
24,0.5656854249492381,0.5892556509887897,0.5774705379690139,2.3098821518760557,0.4215844159446407,24
25,0.5892556509887897,0.6128258770283412,0.6010407640085654,2.4041630560342617,0.4342407972433381,16
26,0.6128258770283412,0.6363961030678928,0.624610990048117,2.498443960192468,0.4078877069758232,32
27,0.6363961030678928,0.6599663291074445,0.6481812160876687,2.5927248643506746,0.39991201582597563,24
28,0.6599663291074445,0.6835365551469961,0.6717514421272203,2.687005768508881,0.4171811443299352,24
29,0.6835365551469961,0.7071067811865476,0.6953216681667719,2.7812866726670875,0.3673762502176798,32
30,0.7071067811865476,0.7306770072260992,0.7188918942063234,2.8755675768252935,0.39432016378560214,24
31,0.7306770072260992,0.7542472332656508,0.742462120245875,2.9698484809835,0.356248766508453,28
32,0.7542472332656508,0.7778174593052024,0.7660323462854266,3.0641293851417064,0.3635150239838668,32
33,0.7778174593052024,0.801387685344754,0.7896025723249782,3.158410289299913,0.3778317862987635,28
34,0.801387685344754,0.8249579113843055,0.8131727983645297,3.252691193458119,0.3293218322042726,36
35,0.8249579113843055,0.8485281374238571,0.8367430244040813,3.3469720976163253,0.3560147026829466,24
36,0.8485281374238571,0.8720983634634087,0.8603132504436329,3.4412530017745318,0.35262579958728707,32
37,0.8720983634634087,0.8956685895029604,0.8838834764831845,3.535533905932738,0.3160519761481031,48
38,0.8956685895029604,0.9192388155425119,0.9074537025227362,3.6298148100909446,0.3370930639010441,16
39,0.9192388155425119,0.9428090415820635,0.9310239285622877,3.7240957142491506,0.31989504870298524,44
40,0.9428090415820635,0.9663792676216151,0.9545941546018393,3.818376618407357,0.3070773396037374,32
41,0.9663792676216151,0.9899494936611667,0.9781643806413909,3.9126575225655635,0.3272038957904397,44
42,0.9899494936611667,1.0135197197007182,1.0017346066809425,4.00693842672377,0.2760828841939882,36
43,1.0135197197007182,1.0370899457402698,1.025304832720494,4.101219330881976,0.3089202641637933,40
44,1.0370899457402698,1.0606601717798214,1.0488750587600457,4.195500235040183,0.31415736614183565,20
45,1.0606601717798214,1.084230397819373,1.0724452847995973,4.289781139198389,0.2782025640372057,60
46,1.084230397819373,1.1078006238589246,1.0960155108391487,4.384062043356595,0.29597652875761793,40
47,1.1078006238589246,1.1313708498984762,1.1195857368787003,4.478342947514801,0.27714760538230265,44
48,1.1313708498984762,1.1549410759380279,1.143155962918252,4.572623851673008,0.27366940804699025,52
49,1.1549410759380279,1.1785113019775795,1.1667261889578036,4.666904755831214,0.28684918241691953,24
50,1.1785113019775795,1.2020815280171309,1.1902964149973552,4.761185659989421,0.25972233924887045,52
51,1.2020815280171309,1.2256517540566825,1.2138666410369068,4.855466564147627,0.2653356916309694,40
52,1.2256517540566825,1.249221980096234,1.2374368670764584,4.949747468305834,0.2776497100442464,44
53,1.249221980096234,1.2727922061357857,1.26100709311601,5.04402837246404,0.2413127364426746,60
54,1.2727922061357857,1.2963624321753373,1.2845773191555616,5.1383092766222465,0.2669557035706899,48
55,1.2963624321753373,1.319932658214889,1.308147545195113,5.232590180780452,0.23460426057426204,52
56,1.319932658214889,1.3435028842544405,1.3317177712346646,5.3268710849386585,0.25582365899526105,52
57,1.3435028842544405,1.3670731102939921,1.3552879972742162,5.421151989096865,0.24753935600309587,32
58,1.3670731102939921,1.3906433363335438,1.3788582233137678,5.515432893255071,0.23564344564457573,76
59,1.3906433363335438,1.4142135623730951,1.4024284493533195,5.609713797413278,0.24269479644003128,44
60,1.4142135623730951,1.4377837884126468,1.425998675392871,5.703994701571484,0.24949793716105964,44
61,1.4377837884126468,1.4613540144521984,1.4495689014324227,5.798275605729691,0.22270750946667453,72
62,1.4613540144521984,1.48492424049175,1.4731391274719743,5.892556509887897,0.24762236526253262,40
63,1.48492424049175,1.5084944665313016,1.496709353511526,5.986837414046104,0.2187698289454657,64
64,1.5084944665313016,1.5320646925708532,1.5202795795510773,6.081118318204309,0.23104456569063198,56
65,1.5320646925708532,1.5556349186104048,1.543849805590629,6.175399222362516,0.237588672292912,56
66,1.5556349186104048,1.5792051446499564,1.5674200316301805,6.269680126520722,0.21008377076367937,68
67,1.5792051446499564,1.602775370689508,1.5909902576697321,6.3639610306789285,0.2284856037415894,68
68,1.602775370689508,1.6263455967290594,1.6145604837092837,6.458241934837135,0.2089182225096497,52
69,1.6263455967290594,1.649915822768611,1.6381307097488353,6.552522838995341,0.21081647358740965,56
70,1.649915822768611,1.6734860488081627,1.661700935788387,6.646803743153548,0.22187081828696656,56
