hOverR,time,n,T_over_rho,Q_over_rho,P_over_rho,J_allowed_min,J_allowed_max,T_mean_win,T_relRange_pct_win,Q_mean_win,Q_relRange_pct_win,J_mean_win,J_min_win,J_max_win,J_outOfRange_win_count,Jcorr_mean_win,Jcorr_min_win,Jcorr_max_win,Jcorr_outOfRange_win_count,status
4,120,6.000000e+00,7.350750e-01,4.216500e-02,1.58958305086,0.1,0.8,0.690912045,94.8963047822,0.0401454726,79.2212619263,0.472338665,0.331227,1.403514,2,0.038284444635,-0.4137258,1.378496,88,provisional_j_bounds_out_of_range
