bin_id,r_lo_m,r_hi_m,r_center_m,r_center_R,vr_mean_mps,count
0,0.0,0.023570226039551587,0.011785113019775794,0.047140452079103175,,0
1,0.023570226039551587,0.047140452079103175,0.03535533905932738,0.14142135623730953,,0
2,0.047140452079103175,0.07071067811865477,0.05892556509887897,0.23570226039551587,-0.10866304999999998,4
3,0.07071067811865477,0.09428090415820635,0.08249579113843056,0.32998316455372223,-0.0870128481822153,4
4,0.09428090415820635,0.11785113019775793,0.10606601717798214,0.42426406871192857,,0
5,0.11785113019775793,0.14142135623730953,0.12963624321753373,0.5185449728701349,0.037101464450283485,12
6,0.14142135623730953,0.16499158227686112,0.1532064692570853,0.6128258770283412,,0
7,0.16499158227686112,0.1885618083164127,0.1767766952966369,0.7071067811865476,0.24494724577569282,8
8,0.1885618083164127,0.21213203435596428,0.2003469213361885,0.801387685344754,0.3013244257461134,8
9,0.21213203435596428,0.23570226039551587,0.2239171473757401,0.8956685895029604,0.4399176655159018,8
10,0.23570226039551587,0.25927248643506745,0.24748737341529167,0.9899494936611667,0.46722005604357775,12
11,0.25927248643506745,0.28284271247461906,0.27105759945484326,1.084230397819373,0.5489564309063995,12
12,0.28284271247461906,0.3064129385141706,0.29462782549439487,1.1785113019775795,,0
13,0.3064129385141706,0.32998316455372223,0.3181980515339464,1.2727922061357857,0.5491452153442249,20
14,0.32998316455372223,0.3535533905932738,0.34176827757349804,1.3670731102939921,0.5409017939405171,12
15,0.3535533905932738,0.3771236166328254,0.3653385036130496,1.4613540144521984,0.5194312250106812,12
16,0.3771236166328254,0.400693842672377,0.3889087296526012,1.5556349186104048,0.49482320496013027,24
17,0.400693842672377,0.42426406871192857,0.41247895569215276,1.649915822768611,0.48793205796003253,8
18,0.42426406871192857,0.4478342947514802,0.43604918173170437,1.7441967269268175,0.45463271866152183,16
19,0.4478342947514802,0.47140452079103173,0.45961940777125593,1.8384776310850237,0.460331867459389,16
20,0.47140452079103173,0.49497474683058335,0.48318963381080754,1.9327585352432302,0.4552623350175333,16
21,0.49497474683058335,0.5185449728701349,0.5067598598503591,2.0270394394014364,0.4183374299969312,28
22,0.5185449728701349,0.5421151989096865,0.5303300858899107,2.121320343559643,0.4295918567847786,20
23,0.5421151989096865,0.5656854249492381,0.5539003119294623,2.2156012477178493,0.40607984162536104,12
24,0.5656854249492381,0.5892556509887897,0.5774705379690139,2.3098821518760557,0.3904979613079185,24
25,0.5892556509887897,0.6128258770283412,0.6010407640085654,2.4041630560342617,0.40108595058236945,16
26,0.6128258770283412,0.6363961030678928,0.624610990048117,2.498443960192468,0.3816112265860972,32
27,0.6363961030678928,0.6599663291074445,0.6481812160876687,2.5927248643506746,0.3685983155809771,24
28,0.6599663291074445,0.6835365551469961,0.6717514421272203,2.687005768508881,0.38548901337188485,24
29,0.6835365551469961,0.7071067811865476,0.6953216681667719,2.7812866726670875,0.3449133398333441,32
30,0.7071067811865476,0.7306770072260992,0.7188918942063234,2.8755675768252935,0.3651299824518974,24
31,0.7306770072260992,0.7542472332656508,0.742462120245875,2.9698484809835,0.33776896439741233,28
32,0.7542472332656508,0.7778174593052024,0.7660323462854266,3.0641293851417064,0.3390137432894903,32
33,0.7778174593052024,0.801387685344754,0.7896025723249782,3.158410289299913,0.3535347821361654,28
34,0.801387685344754,0.8249579113843055,0.8131727983645297,3.252691193458119,0.3150620612029831,36
35,0.8249579113843055,0.8485281374238571,0.8367430244040813,3.3469720976163253,0.334912763562429,24
36,0.8485281374238571,0.8720983634634087,0.8603132504436329,3.4412530017745318,0.3355817990158682,32
37,0.8720983634634087,0.8956685895029604,0.8838834764831845,3.535533905932738,0.30377431483467826,48
38,0.8956685895029604,0.9192388155425119,0.9074537025227362,3.6298148100909446,0.32302802333049013,16
39,0.9192388155425119,0.9428090415820635,0.9310239285622877,3.7240957142491506,0.31025784553909797,44
40,0.9428090415820635,0.9663792676216151,0.9545941546018393,3.818376618407357,0.2971747835745065,32
41,0.9663792676216151,0.9899494936611667,0.9781643806413909,3.9126575225655635,0.3160375546818855,44
42,0.9899494936611667,1.0135197197007182,1.0017346066809425,4.00693842672377,0.276456292802592,36
43,1.0135197197007182,1.0370899457402698,1.025304832720494,4.101219330881976,0.30062431408087936,40
44,1.0370899457402698,1.0606601717798214,1.0488750587600457,4.195500235040183,0.3068750577979626,20
45,1.0606601717798214,1.084230397819373,1.0724452847995973,4.289781139198389,0.27751337969467477,60
46,1.084230397819373,1.1078006238589246,1.0960155108391487,4.384062043356595,0.2936497937366106,40
47,1.1078006238589246,1.1313708498984762,1.1195857368787003,4.478342947514801,0.2795688408029075,44
48,1.1313708498984762,1.1549410759380279,1.143155962918252,4.572623851673008,0.273596777387033,52
49,1.1549410759380279,1.1785113019775795,1.1667261889578036,4.666904755831214,0.28756310943690183,24
50,1.1785113019775795,1.2020815280171309,1.1902964149973552,4.761185659989421,0.263394652542377,52
51,1.2020815280171309,1.2256517540566825,1.2138666410369068,4.855466564147627,0.2696260425223846,40
52,1.2256517540566825,1.249221980096234,1.2374368670764584,4.949747468305834,0.27981832013892266,44
53,1.249221980096234,1.2727922061357857,1.26100709311601,5.04402837246404,0.24971748426727808,60
54,1.2727922061357857,1.2963624321753373,1.2845773191555616,5.1383092766222465,0.27024014476805835,48
55,1.2963624321753373,1.319932658214889,1.308147545195113,5.232590180780452,0.24458478654406096,52
56,1.319932658214889,1.3435028842544405,1.3317177712346646,5.3268710849386585,0.25995750817587077,52
57,1.3435028842544405,1.3670731102939921,1.3552879972742162,5.421151989096865,0.2570738583673468,32
58,1.3670731102939921,1.3906433363335438,1.3788582233137678,5.515432893255071,0.24272567763582575,76
59,1.3906433363335438,1.4142135623730951,1.4024284493533195,5.609713797413278,0.2512720533718355,44
60,1.4142135623730951,1.4377837884126468,1.425998675392871,5.703994701571484,0.2545816338335993,44
61,1.4377837884126468,1.4613540144521984,1.4495689014324227,5.798275605729691,0.23101785849205392,72
62,1.4613540144521984,1.48492424049175,1.4731391274719743,5.892556509887897,0.25296536931848534,40
63,1.48492424049175,1.5084944665313016,1.496709353511526,5.986837414046104,0.22594950613022652,64
64,1.5084944665313016,1.5320646925708532,1.5202795795510773,6.081118318204309,0.238165092189645,56
65,1.5320646925708532,1.5556349186104048,1.543849805590629,6.175399222362516,0.2438015992523029,56
66,1.5556349186104048,1.5792051446499564,1.5674200316301805,6.269680126520722,0.2154252433869615,68
67,1.5792051446499564,1.602775370689508,1.5909902576697321,6.3639610306789285,0.23537274015845255,68
68,1.602775370689508,1.6263455967290594,1.6145604837092837,6.458241934837135,0.21509319299439805,52
69,1.6263455967290594,1.649915822768611,1.6381307097488353,6.552522838995341,0.21439742260569544,56
70,1.649915822768611,1.6734860488081627,1.661700935788387,6.646803743153548,0.22944530147764772,56
