hOverR,time,n,T_over_rho,Q_over_rho,P_over_rho,J_allowed_min,J_allowed_max,T_mean_win,T_relRange_pct_win,Q_mean_win,Q_relRange_pct_win,J_mean_win,J_min_win,J_max_win,J_outOfRange_win_count,Jcorr_mean_win,Jcorr_min_win,Jcorr_max_win,Jcorr_outOfRange_win_count,status
2,1000,6.000000e+00,7.244654e-01,4.175773e-02,1.57422933358,-0.5,0.8,0.722168901,0.478378395306,0.0416695721,0.318265807198,0.490806069,0.48955,0.4914405,0,0.118503372,0.1152108,0.1201639,0,ok
